DateTime,temperature,humidity,wind speed,General diffuse flow,Diffuse flow,Total electricity
3/24/2017 4:10,10.56,66.08,0.084,0.044,0.137,48308.737
3/24/2017 4:20,10.56,67.31,0.083,0.081,0.1,48966.75501
3/24/2017 4:30,10.47,68.15,0.082,0.048,0.104,49314.99225
3/24/2017 4:40,10.75,67.88,0.082,0.066,0.119,50156.00699
3/24/2017 4:50,11.07,66.94,0.081,0.07,0.126,52432.86582
3/24/2017 5:00,11.14,66.44,0.082,0.084,0.108,52497.30951
3/24/2017 5:10,10.93,67.88,0.082,0.055,0.13,51603.81091
3/24/2017 5:20,10.82,68.95,0.082,0.048,0.137,51149.60145
3/24/2017 5:30,10.66,70.6,0.083,0.073,0.108,50781.67601
3/24/2017 5:40,10.35,72.5,0.083,0.044,0.115,49514.45486
3/24/2017 5:50,10.1,74.5,0.081,0.07,0.115,47786.97755
3/24/2017 6:00,10.14,79.1,0.083,0.062,0.152,45955.35263
3/24/2017 6:10,10.35,77.9,0.085,0.055,0.115,43889.29079
3/24/2017 6:20,10.57,78,0.084,0.059,0.111,42273.10139
3/24/2017 6:30,11.12,77.1,0.084,0.07,0.134,42404.30259
3/24/2017 6:40,11.4,75.9,0.083,0.073,0.104,43277.37596
3/24/2017 6:50,11.28,75.1,0.08,0.121,0.104,44090.28813
3/24/2017 7:00,11.64,77,0.082,0.637,0.642,45543.86484
3/24/2017 7:10,11.74,74.1,0.084,2.584,2.392,47693.14295
3/24/2017 7:20,11.2,74.4,0.082,7.26,6.861,48280.43986
3/24/2017 7:30,11.16,74.2,0.083,18.49,17,48285.39347
3/24/2017 7:40,11.62,75,0.083,65.97,63.2,48106.70302
3/24/2017 7:50,11.94,73.6,0.078,59.98,57.57,47682.14353
3/24/2017 8:00,12.26,72.4,0.085,67.63,62.36,48293.49971
3/24/2017 8:10,12.49,72.8,0.08,182.7,177.3,49757.87525
3/24/2017 8:20,13.61,69.88,0.082,237.7,232.9,50591.27723
3/24/2017 8:30,13.7,67.01,0.078,299,289.2,52461.4682
3/24/2017 8:40,13.7,66.81,0.082,309.4,300.5,53436.0908
3/24/2017 8:50,12.75,69.52,0.084,314.6,305.6,54856.70794
3/24/2017 9:00,13.19,71,0.082,368.1,359.4,56012.38114
3/24/2017 9:10,13.81,67.95,0.083,370.5,356.7,56917.25239
3/24/2017 9:20,14,67.45,0.079,466.9,460.9,58308.02029
3/24/2017 9:30,14.31,67.38,0.085,556.1,536.8,59775.0089
3/24/2017 9:40,14.5,66.71,0.085,602.2,573,60907.09089
3/24/2017 9:50,13.76,68.51,0.086,362.7,326.9,62161.85162
3/24/2017 10:00,13.31,69.05,0.085,200.8,182.3,63133.58434
3/24/2017 10:10,13.1,69.88,0.083,239.1,209.7,64325.51156
3/24/2017 10:20,13.37,70.3,0.081,204.6,171.9,65450.95294
3/24/2017 10:30,13.35,69.82,0.086,191.8,176,66811.67072
3/24/2017 10:40,13.36,70.5,0.083,151.8,136.9,67195.44945
3/24/2017 10:50,13.52,70.7,0.087,88,81.7,67392.53816
3/24/2017 11:00,13.43,70.8,0.086,123.3,116.2,68736.79297
3/24/2017 11:10,13.56,70.6,0.087,134.9,119.8,69581.66754
3/24/2017 11:20,13.72,70.5,0.086,198,187.3,70223.6118
3/24/2017 11:30,14.09,71.2,0.084,774,286.1,71265.72985
3/24/2017 11:40,14.56,68.41,0.087,625.8,292.7,71396.99493
3/24/2017 11:50,14.52,67.18,0.086,646.8,259.9,71718.62906
3/24/2017 12:00,14.53,66.98,0.084,295.3,189.1,71727.8531
3/24/2017 12:10,14.48,67.21,0.081,373.1,257.9,71713.30402
3/24/2017 12:20,14.47,66.71,0.083,418.5,209.4,71710.38361
3/24/2017 12:30,14.46,65.94,0.082,316.7,193.9,70433.50664
3/24/2017 12:40,14.81,66.61,0.087,774,219.4,70208.53893
3/24/2017 12:50,15.01,62.87,0.085,842,155.4,70177.39462
3/24/2017 13:00,15.02,61.5,0.084,844,104.8,69903.75144
3/24/2017 13:10,15.25,60.97,0.084,923,158.9,70846.73405
3/24/2017 13:20,15.64,62.07,0.086,842,249.8,71090.42644
3/24/2017 13:30,15.52,60.63,0.08,735,216.9,70791.76159
3/24/2017 13:40,15.79,60.03,0.084,827,216.4,69585.14499
3/24/2017 13:50,15.56,59.1,0.085,378.2,242.9,69839.38591
3/24/2017 14:00,15.62,55.33,0.084,507.3,207.2,71084.0981
3/24/2017 14:10,15.7,52.79,0.082,171.5,126.4,71327.10799
3/24/2017 14:20,15.67,52.52,0.086,549.3,96.9,70961.88961
3/24/2017 14:30,15.86,47.68,0.086,650.5,87.3,70401.81331
3/24/2017 14:40,16.11,46.68,0.086,543.9,127.6,69873.28902
3/24/2017 14:50,16.19,47.28,0.087,433.3,161.6,69543.38363
3/24/2017 15:00,15.9,46.51,0.086,698.8,249.6,68653.44825
3/24/2017 15:10,16.22,44.01,0.086,746,424.9,68164.30878
3/24/2017 15:20,16.54,44.57,0.085,733,610.7,67197.13243
3/24/2017 15:30,16.5,45.28,0.085,601,585.3,67286.64791
3/24/2017 15:40,16.28,44.91,0.086,645.7,664.5,67587.41165
3/24/2017 15:50,16.44,44.31,0.083,720,759,67459.0264
3/24/2017 16:00,16.3,41.84,0.085,517.6,530.2,67138.12417
3/24/2017 16:10,16.2,43.77,0.086,579,596.7,66937.83857
3/24/2017 16:20,16.4,42.7,0.085,482.6,504.2,67191.67732
3/24/2017 16:30,16.15,42.6,0.084,467,479.4,65718.37435
3/24/2017 16:40,16.23,42.1,0.086,425.7,444.9,65462.73237
3/24/2017 16:50,16.1,41.57,0.087,320.4,330.3,65410.25787
3/24/2017 17:00,16.15,40.03,0.088,274.9,287,65076.96473
3/24/2017 17:10,16.3,35.46,0.09,436.4,476.3,64734.00552
3/24/2017 17:20,16.33,32.82,0.085,364.8,401.9,65171.05235
3/24/2017 17:30,16.55,30.05,0.084,350.4,390.2,65461.54106
3/24/2017 17:40,16.65,30.14,0.086,313.1,349,66393.14057
3/24/2017 17:50,16.64,27.34,0.091,279.8,313.1,67121.85828
3/24/2017 18:00,16.66,26.27,0.086,239.9,271.7,68875.39582
3/24/2017 18:10,16.54,26.87,0.088,184.4,209.2,71225.29822
3/24/2017 18:20,16.34,39.96,0.087,130.5,147.2,74417.78053
3/24/2017 18:30,15.6,45.5,0.086,112.7,130,79832.47294
3/24/2017 18:40,15.15,47.93,0.083,90.8,97.1,86498.33886
3/24/2017 18:50,14.91,48.1,0.082,71.6,77.8,91602.4777
3/24/2017 19:00,14.78,49.2,0.086,48.71,52.95,93320.60491
3/24/2017 19:10,14.64,49.4,0.085,34.14,38.07,94294.50183
3/24/2017 19:20,14.56,49.17,0.088,15.45,15.62,94624.55105
3/24/2017 19:30,14.29,49.03,0.087,4.278,4.083,93772.2899
3/24/2017 19:40,13.94,50.5,0.087,1.501,1.45,93014.02086
3/24/2017 19:50,13.67,51.13,0.086,0.242,0.204,93436.43242
3/24/2017 20:00,13.52,53.24,0.084,0.066,0.115,93889.91841
3/24/2017 20:10,13.43,53.2,0.088,0.055,0.119,94200.41151
3/24/2017 20:20,13.44,52.27,0.086,0.048,0.093,93828.61288
3/24/2017 20:30,13.37,51.94,0.085,0.062,0.119,93737.50041
3/24/2017 20:40,13.41,51.54,0.086,0.084,0.104,93642.82602
3/24/2017 20:50,13.66,49.93,0.085,0.048,0.119,93627.94981
3/24/2017 21:00,13.69,48.87,0.085,0.044,0.104,93283.16491
3/24/2017 21:10,13.74,48.87,0.089,0.062,0.085,92573.3598
3/24/2017 21:20,13.55,49.53,0.09,0.081,0.115,91287.62016
3/24/2017 21:30,13.58,49.43,0.087,0.059,0.134,90512.32901
3/24/2017 21:40,13.59,50,0.088,0.048,0.115,89325.91165
3/24/2017 21:50,13.46,50.6,0.084,0.04,0.156,87669.40573
3/24/2017 22:00,13.55,50.67,0.087,0.073,0.093,86765.11612
3/24/2017 22:10,13.41,52.04,0.087,0.062,0.134,86499.43977
3/24/2017 22:20,13.35,52.27,0.087,0.048,0.13,85121.19819
3/24/2017 22:30,13.44,52.27,0.082,0.051,0.134,83467.52378
3/24/2017 22:40,13.65,52.27,0.09,0.066,0.115,81851.95963
3/24/2017 22:50,13.6,51.74,0.086,0.077,0.108,79902.2056
3/24/2017 23:00,13.41,53.07,0.087,0.062,0.13,77885.85487
3/24/2017 23:10,13.16,53.67,0.087,0.059,0.134,76113.81241
3/24/2017 23:20,12.91,55.44,0.087,0.037,0.108,74334.0668
3/24/2017 23:30,12.8,55.71,0.087,0.066,0.1,71407.81214
3/24/2017 23:40,12.84,55.64,0.087,0.055,0.111,69445.51133
3/24/2017 23:50,12.8,55.37,0.094,0.044,0.085,67560.79177
3/25/2017 0:00,12.74,55.31,0.085,0.055,0.126,65038.21558
3/25/2017 0:10,12.4,57.44,0.088,0.048,0.115,63298.15161
3/25/2017 0:20,12.14,58.21,0.091,0.037,0.126,61996.99581
3/25/2017 0:30,11.72,60.78,0.086,0.044,0.115,60145.62925
3/25/2017 0:40,11.06,63.58,0.082,0.037,0.152,58458.89241
3/25/2017 0:50,11.06,63.85,0.088,0.059,0.13,57374.43267
3/25/2017 1:00,11.17,62.75,0.086,0.04,0.13,56496.27542
3/25/2017 1:10,10.96,63.22,0.082,0.044,0.108,55492.3128
3/25/2017 1:20,10.91,63.25,0.083,0.059,0.111,54048.10777
3/25/2017 1:30,10.54,64.52,0.088,0.073,0.115,53330.51441
3/25/2017 1:40,10.48,64.49,0.083,0.04,0.13,52575.011
3/25/2017 1:50,10.12,65.72,0.082,0.044,0.148,51810.2735
3/25/2017 2:00,9.66,67.59,0.086,0.026,0.119,51086.79264
3/25/2017 2:10,9.66,67.86,0.086,0.051,0.126,51054.16242
3/25/2017 2:20,9.69,67.96,0.088,0.051,0.141,50216.15887
3/25/2017 2:30,9.93,67.26,0.085,0.048,0.119,49670.89237
3/25/2017 2:40,10.19,65.12,0.085,0.055,0.085,49008.16703
3/25/2017 2:50,9.96,65.02,0.085,0.055,0.067,48690.65236
3/25/2017 3:00,9.39,66.96,0.086,0.055,0.137,48329.44144
3/25/2017 3:10,9.51,66.99,0.085,0.029,0.13,48312.81035
3/25/2017 3:20,9.71,65.59,0.084,0.04,0.152,47932.88501
3/25/2017 3:30,9.73,64.55,0.082,0.073,0.082,47899.70276
3/25/2017 3:40,9.72,63.85,0.082,0.037,0.159,47657.78777
3/25/2017 3:50,9.57,63.89,0.082,0.048,0.096,47515.45176
3/25/2017 4:00,9.45,64.82,0.084,0.051,0.119,47872.38111
3/25/2017 4:10,9.55,64.89,0.085,0.048,0.07,48577.21814
3/25/2017 4:20,9.8,63.28,0.084,0.051,0.148,48510.22016
3/25/2017 4:30,10.03,61.95,0.084,0.037,0.111,48709.62733
3/25/2017 4:40,9.74,62.12,0.085,0.062,0.137,49784.90313
3/25/2017 4:50,9.43,63.29,0.084,0.051,0.163,51724.06432
3/25/2017 5:00,9.46,63.62,0.082,0.029,0.093,51477.13625
3/25/2017 5:10,9.67,62.79,0.087,0.022,0.141,50462.81575
3/25/2017 5:20,9.79,61.95,0.084,0.062,0.13,49853.56338
3/25/2017 5:30,9.77,61.32,0.084,0.044,0.141,49317.32056
3/25/2017 5:40,9.7,61.75,0.084,0.051,0.152,47811.52184
3/25/2017 5:50,10.03,61.05,0.09,0.033,0.134,45689.99207
3/25/2017 6:00,10.31,59.61,0.084,0.055,0.111,43478.15524
3/25/2017 6:10,9.71,61.22,0.087,0.037,0.122,41593.16872
3/25/2017 6:20,9.35,61.99,0.084,0.055,0.115,40132.68424
3/25/2017 6:30,9.47,61.89,0.085,0.055,0.111,39737.14767
3/25/2017 6:40,9.73,61.06,0.088,0.048,0.07,39991.64421
3/25/2017 6:50,10.06,60.36,0.086,0.099,0.119,40620.38991
3/25/2017 7:00,10.45,60.23,0.083,0.974,0.935,41080.71779
3/25/2017 7:10,10.67,58.89,0.088,4.582,4.143,41996.71983
3/25/2017 7:20,10.61,59.33,0.086,6.357,5.812,42426.53866
3/25/2017 7:30,10.73,60.13,0.085,8.04,7.51,43233.95011
3/25/2017 7:40,10.6,61.53,0.088,16.2,14.98,43397.30434
3/25/2017 7:50,10.5,62.56,0.086,20.67,18.68,44138.43548
3/25/2017 8:00,10.47,63.07,0.085,24.97,22.94,45844.66546
3/25/2017 8:10,10.46,63.27,0.082,54.19,50.41,47326.78076
3/25/2017 8:20,10.58,62.93,0.083,95.8,86.7,48691.69774
3/25/2017 8:30,10.92,62.57,0.083,100.9,92.5,50008.37257
3/25/2017 8:40,11.52,62.27,0.088,124.5,114.9,51299.98323
3/25/2017 8:50,11.63,60.73,0.086,139.4,127.3,52885.53604
3/25/2017 9:00,11.95,59.73,0.082,132.3,120.7,54274.08631
3/25/2017 9:10,12.15,59.3,0.087,135.6,124.9,56351.27341
3/25/2017 9:20,12.25,59.16,0.087,166.1,152.7,57497.26518
3/25/2017 9:30,12.38,58.4,0.086,215,197.1,59028.17597
3/25/2017 9:40,12.91,57.9,0.086,292.1,261.5,59955.07859
3/25/2017 9:50,13.1,57.36,0.084,314.1,279.8,60883.17967
3/25/2017 10:00,13.5,56.23,0.085,283.4,247.9,62307.88312
3/25/2017 10:10,13.64,56.69,0.087,313.5,278.2,63990.17899
3/25/2017 10:20,14.29,55.46,0.083,325.6,286.8,65735.45752
3/25/2017 10:30,14.56,53.76,0.084,345.9,309.3,65956.57988
3/25/2017 10:40,14.95,51.22,0.084,343.3,307.9,66927.38896
3/25/2017 10:50,15.01,50.62,0.082,300.1,269.5,67582.084
3/25/2017 11:00,15.03,50.88,0.082,242.1,218.5,68415.7868
3/25/2017 11:10,15.18,55.79,0.086,395.1,315.5,69401.67226
3/25/2017 11:20,15.16,57.46,0.084,373.6,323.5,70114.59394
3/25/2017 11:30,15.37,57.69,0.085,391.9,338.6,69697.83183
3/25/2017 11:40,15.32,57.6,0.087,335.2,299,69780.29098
3/25/2017 11:50,15.26,57.33,0.086,456.3,354.9,70627.38919
3/25/2017 12:00,15.55,55.59,0.085,669.1,438,70651.70387
3/25/2017 12:10,15.48,58.2,0.087,432.5,335.7,71028.13077
3/25/2017 12:20,15.22,57.8,0.082,388.9,321.1,71232.25441
3/25/2017 12:30,15.23,56.09,0.086,370.3,314.7,71472.04088
3/25/2017 12:40,15.19,58.06,0.086,342.9,302.8,71929.71291
3/25/2017 12:50,15.27,58.56,0.085,447,385.7,71473.0048
3/25/2017 13:00,15.33,58.7,0.086,497.5,408.4,71627.29039
3/25/2017 13:10,15.59,59.33,0.083,651.2,366.2,72097.664
3/25/2017 13:20,15.88,58.33,0.081,829,344.4,72006.36068
3/25/2017 13:30,16.23,56.99,0.082,919,210.8,71545.65807
3/25/2017 13:40,16.32,56.09,0.084,721,177.5,71060.3742
3/25/2017 13:50,16.64,54.76,0.085,838,204.4,70682.56182
3/25/2017 14:00,16.88,51.49,0.085,842,215.3,70092.25411
3/25/2017 14:10,17.12,51.02,0.081,913,193.8,70207.22969
3/25/2017 14:20,17.11,48.68,0.083,740,349,69781.54548
3/25/2017 14:30,16.95,44.41,0.082,612.6,372.5,69455.87113
3/25/2017 14:40,17.03,44.41,0.083,650.5,405.5,69322.18735
3/25/2017 14:50,17.36,45.41,0.083,800,455,68460.03837
3/25/2017 15:00,17.42,46.24,0.086,883,610.9,67688.75135
3/25/2017 15:10,17.35,46.67,0.084,778,690.8,67875.13033
3/25/2017 15:20,17.43,42.93,0.086,712,722,67815.64066
3/25/2017 15:30,17.55,42.76,0.084,726,768,67221.45354
3/25/2017 15:40,17.56,43.46,0.081,749,797,66912.3201
3/25/2017 15:50,17.59,41.83,0.085,567.1,568.2,66507.765
3/25/2017 16:00,17.61,42,0.088,505.5,470.5,66155.49177
3/25/2017 16:10,17.57,41.93,0.085,667,649.6,65696.50909
3/25/2017 16:20,17.54,41.12,0.085,568.9,544.9,65346.08788
3/25/2017 16:30,17.48,43.19,0.086,565.9,551.8,65349.39548
3/25/2017 16:40,17.4,44.1,0.086,504.9,490.6,64911.78218
3/25/2017 16:50,17.38,44.19,0.084,379.5,355.6,63880.86954
3/25/2017 17:00,17.14,45.76,0.082,339.2,320,63404.64318
3/25/2017 17:10,17.18,43.83,0.086,480.6,485.4,63550.61232
3/25/2017 17:20,17.14,45.76,0.085,472.5,499.3,62958.46333
3/25/2017 17:30,16.89,48.3,0.085,316.2,344.5,62528.13636
3/25/2017 17:40,16.63,51.74,0.086,344.6,361.3,62784.72428
3/25/2017 17:50,16.55,51.47,0.084,359.6,384,63848.65725
3/25/2017 18:00,16.42,52.94,0.083,268.7,295.6,64726.40209
3/25/2017 18:10,16.14,55.11,0.081,220.4,245.9,66450.7976
3/25/2017 18:20,16,55.37,0.08,200.9,221.4,69496.86854
3/25/2017 18:30,15.68,58.31,0.081,148.7,172.4,74094.22338
3/25/2017 18:40,15.54,59.25,0.083,135.5,139.1,81181.40195
3/25/2017 18:50,15.26,60.38,0.081,88.4,96.7,87023.70099
3/25/2017 19:00,14.96,61.35,0.083,66.08,74,89141.28074
3/25/2017 19:10,14.61,62.92,0.084,40.52,45.11,90418.95512
3/25/2017 19:20,14.36,64.02,0.082,18.82,19.2,90849.88332
3/25/2017 19:30,14.12,64.55,0.083,5.852,5.496,90734.3506
3/25/2017 19:40,13.99,64.82,0.082,2.075,1.992,90932.39389
3/25/2017 19:50,14.05,64.42,0.087,0.384,0.438,90868.74872
3/25/2017 20:00,13.9,65.65,0.084,0.099,0.104,90616.02846
3/25/2017 20:10,13.68,66.19,0.082,0.051,0.13,90686.95596
3/25/2017 20:20,13.82,65.35,0.084,0.066,0.119,90898.18132
3/25/2017 20:30,13.87,63.92,0.082,0.077,0.13,91050.68953
3/25/2017 20:40,13.79,64.42,0.084,0.026,0.137,91043.34773
3/25/2017 20:50,13.93,62.72,0.082,0.062,0.119,90551.32956
3/25/2017 21:00,13.8,63.75,0.084,0.044,0.085,90151.21523
3/25/2017 21:10,13.55,64.45,0.082,0.037,0.108,89654.71973
3/25/2017 21:20,13.72,62.68,0.086,0.055,0.122,88682.17333
3/25/2017 21:30,13.72,62.58,0.085,0.066,0.1,88242.36711
3/25/2017 21:40,13.74,60.91,0.084,0.077,0.108,87422.70637
3/25/2017 21:50,13.74,60.65,0.087,0.073,0.082,86595.37671
3/25/2017 22:00,13.63,61.68,0.083,0.081,0.1,85983.74532
3/25/2017 22:10,13.59,62.15,0.083,0.04,0.093,85272.51064
3/25/2017 22:20,13.7,61.35,0.082,0.066,0.13,84019.46291
3/25/2017 22:30,13.74,61.11,0.086,0.048,0.13,82906.54271
3/25/2017 22:40,13.74,61.05,0.081,0.044,0.108,81627.01079
3/25/2017 22:50,13.68,60.75,0.083,0.044,0.122,79673.58287
3/25/2017 23:00,13.49,60.35,0.084,0.077,0.093,77964.44345
3/25/2017 23:10,13.26,61.08,0.081,0.051,0.082,76644.05685
3/25/2017 23:20,13.07,61.08,0.082,0.07,0.137,75114.19998
3/25/2017 23:30,12.93,61.85,0.087,0.062,0.078,73082.30279
3/25/2017 23:40,12.76,62.72,0.083,0.033,0.074,70605.67048
3/25/2017 23:50,12.58,63.32,0.084,0.062,0.067,69389.75995
3/26/2017 0:00,12.63,63.32,0.084,0.04,0.137,67190.0063
3/26/2017 0:10,12.97,62.68,0.081,0.055,0.104,65008.37386
3/26/2017 0:20,12.99,61.95,0.085,0.055,0.171,63320.76994
3/26/2017 0:30,12.89,62.72,0.084,0.04,0.1,61760.8966
3/26/2017 0:40,13.05,62.78,0.085,0.059,0.119,60233.38782
3/26/2017 0:50,13.38,60.51,0.085,0.073,0.104,58733.66232
3/26/2017 1:00,13.35,58.54,0.082,0.051,0.148,57567.87217
3/26/2017 1:10,13.21,58.81,0.086,0.07,0.093,56503.25068
3/26/2017 1:20,13.21,59.58,0.083,0.099,0.137,55579.93177
3/26/2017 1:30,13.21,59.58,0.082,0.055,0.104,54749.59604
3/26/2017 1:40,13.09,60.78,0.083,0.095,0.122,53826.64362
3/26/2017 1:50,12.79,62.05,0.081,0.048,0.096,52972.997
3/26/2017 2:00,12.94,61.55,0.082,0.048,0.119,52293.74502
3/26/2017 2:10,13.03,60.95,0.078,0.066,0.115,51982.84042
3/26/2017 2:20,13.23,59.95,0.085,0.073,0.1,51056.78571
3/26/2017 2:30,13.58,59.91,0.084,0.07,0.089,50562.30765
3/26/2017 2:40,14.07,58.18,0.084,0.073,0.082,50363.50703
3/26/2017 2:50,13.72,60.25,0.083,0.055,0.1,49934.58603
3/26/2017 3:00,14.06,60.15,0.083,0.044,0.122,49749.65712
3/26/2017 3:10,15.47,57.04,0.08,0.048,0.137,49386.59491
3/26/2017 3:20,15.65,58.41,0.081,0.04,0.13,49001.97248
3/26/2017 3:30,15.57,58.48,0.08,0.059,0.134,49191.97522
3/26/2017 3:40,15.61,59.38,0.08,0.055,0.159,49174.74159
3/26/2017 3:50,15.59,59.38,0.08,0.051,0.122,48913.21944
3/26/2017 4:00,15.59,59.51,0.081,0.051,0.1,48773.08679
3/26/2017 4:10,15.63,59.58,0.079,0.07,0.152,48612.58326
3/26/2017 4:20,15.69,59.75,0.08,0.04,0.13,48596.02187
3/26/2017 4:30,15.72,58.85,0.08,0.062,0.126,49025.18804
3/26/2017 4:40,15.77,58.85,0.081,0.07,0.159,50454.61841
3/26/2017 4:50,15.85,57.61,0.079,0.059,0.152,50922.60003
3/26/2017 5:00,15.87,56.81,0.081,0.055,0.163,50168.76733
3/26/2017 5:10,16.03,58.34,0.078,0.033,0.163,49428.7313
3/26/2017 5:20,16.09,58.31,0.081,0.066,0.111,49114.675
3/26/2017 5:30,16.13,59.11,0.078,0.04,0.174,48270.01195
3/26/2017 5:40,16.15,58.38,0.08,0.051,0.104,46528.45161
3/26/2017 5:50,16.16,58.34,0.08,0.04,0.204,44187.11836
3/26/2017 6:00,16.08,58.61,0.081,0.044,0.182,42025.06034
3/26/2017 6:10,16.07,58.54,0.083,0.084,0.115,39925.33375
3/26/2017 6:20,14.96,60.35,0.081,0.033,0.174,38399.38259
3/26/2017 6:30,14.09,61.52,0.082,0.04,0.111,37583.15038
3/26/2017 6:40,15.25,61.95,0.081,0.04,0.174,37906.10519
3/26/2017 6:50,15.89,58.34,0.081,0.245,0.211,37436.22284
3/26/2017 7:00,15.61,59.15,0.081,1.285,1.102,37537.52358
3/26/2017 7:10,15.64,59.41,0.083,4.37,4.002,38262.204
3/26/2017 7:20,14.54,61.21,0.081,16.82,15.7,38269.23471
3/26/2017 7:30,15.1,61.35,0.083,44.48,42.37,38903.71605
3/26/2017 7:40,14.92,60.95,0.085,71.3,68.79,39440.40534
3/26/2017 7:50,16.16,56.98,0.083,100.9,98.3,40177.06496
3/26/2017 8:00,16.41,56.81,0.082,131.2,128.6,41345.71605
3/26/2017 8:10,16.52,56.31,0.081,162.6,160.2,42628.24872
3/26/2017 8:20,16.51,56.78,0.081,196.5,194.4,43945.0977
3/26/2017 8:30,16.5,56.74,0.083,230.7,229.5,45070.25897
3/26/2017 8:40,16.62,56.28,0.084,264.4,264.3,46462.37116
3/26/2017 8:50,16.71,56.11,0.082,297.8,298.8,48276.55423
3/26/2017 9:00,16.78,56.01,0.082,330.7,333.3,49396.07336
3/26/2017 9:10,16.88,56.07,0.085,364.8,369.4,50296.71356
3/26/2017 9:20,16.92,55.77,0.082,398.2,405,51474.59983
3/26/2017 9:30,17.04,55.81,0.082,430.5,439.4,52953.04103
3/26/2017 9:40,17.12,55.77,0.082,461.1,472.1,54782.40956
3/26/2017 9:50,17.31,55.97,0.082,492.1,504.6,56300.05611
3/26/2017 10:00,17.44,55.84,0.084,520.6,533.6,57583.88386
3/26/2017 10:10,17.54,55.71,0.083,547.9,555.8,58672.80537
3/26/2017 10:20,17.6,55.84,0.086,573.1,564.7,59948.64801
3/26/2017 10:30,17.81,56.07,0.083,597.1,556.6,60261.40834
3/26/2017 10:40,17.98,56.21,0.081,621.2,499.4,60288.89241
3/26/2017 10:50,18.01,56.04,0.079,644.3,383.7,61513.07783
3/26/2017 11:00,18.09,55.74,0.081,665.7,255.5,62085.28902
3/26/2017 11:10,18.28,55.34,0.086,684,206.1,62937.24442
3/26/2017 11:20,18.45,55.61,0.084,704,164.4,64121.72319
3/26/2017 11:30,18.62,55.17,0.083,722,110.2,64570.46287
3/26/2017 11:40,18.55,55.34,0.082,739,67.6,64691.13912
3/26/2017 11:50,18.76,54.51,0.081,752,55.91,64599.66547
3/26/2017 12:00,18.83,54.74,0.081,765,49.06,64915.68418
3/26/2017 12:10,18.91,53.77,0.084,775,45.54,64932.82743
3/26/2017 12:20,19,54.01,0.084,784,43.81,65115.15683
3/26/2017 12:30,19.01,54.24,0.082,792,43.53,64728.40899
3/26/2017 12:40,19.04,54.21,0.085,796,43.11,65090.95816
3/26/2017 12:50,19.13,54.41,0.081,801,42.75,65660.77355
3/26/2017 13:00,19.13,53.74,0.081,804,42.04,65635.46553
3/26/2017 13:10,19.17,53.84,0.083,806,42.24,65406.26365
3/26/2017 13:20,19.61,53.07,0.082,805,41.74,65346.22669
3/26/2017 13:30,19.62,53.2,0.084,802,43.53,65116.8585
3/26/2017 13:40,19.75,53.87,0.083,799,44.91,64730.42884
3/26/2017 13:50,19.85,53.1,0.084,795,48.86,64831.47215
3/26/2017 14:00,19.96,52.54,0.081,787,63.68,65218.07105
3/26/2017 14:10,19.98,52.8,0.084,780,86.4,64855.11881
3/26/2017 14:20,20.04,52.8,0.079,771,137.9,64154.51302
3/26/2017 14:30,20.2,52.97,0.083,760,233.2,64067.18131
3/26/2017 14:40,20.32,53.67,0.082,746,377.6,63456.46755
3/26/2017 14:50,20.12,54.44,0.082,729,545.6,63131.69104
3/26/2017 15:00,20.13,54.41,0.082,714,670.5,62793.21982
3/26/2017 15:10,19.99,55.21,0.082,697.4,717,62445.15312
3/26/2017 15:20,20.08,56.17,0.081,680.7,726,61562.90644
3/26/2017 15:30,19.89,56.07,0.08,659.4,712,60530.85461
3/26/2017 15:40,19.88,56.31,0.081,637.4,690.7,59991.5567
3/26/2017 15:50,20.08,56.88,0.085,614.2,666.1,59794.24621
3/26/2017 16:00,19.99,56.48,0.081,586.3,637,59322.73252
3/26/2017 16:10,19.98,57.04,0.083,563.1,613.1,59159.61411
3/26/2017 16:20,19.84,57.38,0.086,536.9,585.7,58368.182
3/26/2017 16:30,19.78,57.74,0.082,511,558.5,58782.09321
3/26/2017 16:40,19.68,58.08,0.081,481,527.1,58424.02377
3/26/2017 16:50,19.7,58.91,0.083,450.4,494.8,57733.91198
3/26/2017 17:00,19.49,58.51,0.082,418.7,461.3,57314.21993
3/26/2017 17:10,19.39,59.11,0.085,386.3,427.5,57531.51853
3/26/2017 17:20,19.28,59.35,0.082,355.8,394.8,57493.17646
3/26/2017 17:30,19.14,59.91,0.081,321.8,358.2,57689.52632
3/26/2017 17:40,18.93,60.38,0.08,290.5,324.8,57892.23064
3/26/2017 17:50,18.77,60.78,0.081,258.1,289.6,59582.13928
3/26/2017 18:00,18.62,61.65,0.082,224,252.5,61065.06644
3/26/2017 18:10,18.51,62.25,0.083,193.1,218.8,63749.96344
3/26/2017 18:20,18.39,62.82,0.079,161.8,184.6,67062.21776
3/26/2017 18:30,18.21,63.72,0.081,103.2,118.3,71153.53194
3/26/2017 18:40,18.04,64.65,0.084,79.6,92.5,77640.92184
3/26/2017 18:50,17.81,65.52,0.08,78.1,81.4,84946.16506
3/26/2017 19:00,17.58,65.99,0.082,57.96,66.93,87686.0528
3/26/2017 19:10,17.35,66.39,0.082,37.85,43.49,89403.82888
3/26/2017 19:20,17.11,67.22,0.078,16.86,17.66,90219.47483
3/26/2017 19:30,16.85,67.99,0.082,6.023,5.607,91068.77018
3/26/2017 19:40,16.61,69.03,0.077,2.313,2.154,91896.23011
